Ext Mean,Flex Mean,Ext Var,Flex Var,Gesture
1.3,0.86,1.42,0.23,
1.18,0.78,1.37,0.29,
1.15,0.78,1.22,0.35,
1.17,0.77,1.14,0.25,
1.08,0.71,0.96,0.18,
1.09,0.74,1.31,0.4,
1.3,0.86,1.46,0.42,
1.27,0.7,0.95,0.16,
1.11,0.68,0.88,0.24,
0.99,1.29,0.58,0.73,R
0.65,1.62,0.2,1,R
0.42,1.4,0.1,0.83,
0.4,1.19,0.06,0.64,
0.34,1.02,0.09,0.37,
0.28,0.95,0.1,0.32,
0.24,1.01,0.07,0.43,
0.19,0.97,0.05,0.32,
0.15,0.84,0.04,0.28,
0.14,0.88,0.04,0.35,
0.13,0.84,0.04,0.27,
0.1,0.58,0.02,0.12,
0.19,0.37,0.11,0.03,
0.4,0.28,0.18,0.01,
0.55,0.34,0.26,0.01,
0.64,1.92,0.41,0.01,
0.58,4.07,0.33,0.01,
0.43,4.7,0.16,0,
0.38,3.45,0.08,0,
0.4,2.19,0.11,0,
0.38,2.38,0.12,0,
0.33,2.58,0.08,0,
0.36,2.42,0.13,0,
0.37,2.18,0.15,0,
0.36,1.99,0.14,0,
0.35,1.81,0.17,0,
0.34,1.61,0.16,0,
0.3,1.42,0.11,0,
0.25,1.25,0.08,0,
0.34,1.09,0.16,0.01,
0.34,0.96,0.15,0.02,
0.37,0.94,0.21,0.01,
0.45,1.02,0.22,0.01,
0.44,1.04,0.25,0.01,
0.47,0.96,0.31,0,
0.42,0.87,0.2,0.01,
0.38,0.8,0.19,0.01,
0.46,0.74,0.2,0.01,
0.45,0.68,0.24,0.01,
0.41,0.64,0.26,0.01,
0.42,0.65,0.2,0.02,
0.45,0.65,0.31,0.02,
0.45,0.61,0.3,0.01,
0.42,0.56,0.16,0,
0.38,0.5,0.18,0.01,
0.35,0.49,0.16,0.02,
